Symbol,Interval,Entry Date,Entry Price,Exit Date,Exit Price,Profit/Loss,Status,Type,timestamp,open,high,low,close,volume,sma_20,sma_50,ema_20,ema_50,wma,macd,macd_signal,macd_diff,adx,cci,dpo,kst,kst_sig,ichimoku_conv,ichimoku_base,ichimoku_a,ichimoku_b,aroon_up,aroon_down,stc,rsi,stoch,stoch_signal,tsi,uo,wr,ao,kama,atr,bb_high,bb_low,bb_mavg,bb_width,kc_high,kc_low,dc_high,dc_low,obv,cmf,fi,eom,vpt,nvi,vwap,Win/Lose
BTC/USDT,1h,555,8320.57,567,8506.44,-185.8700000000008,Closed,short,2020-01-24 03:00:00,8301.58,8354.8,8284.82,8320.57,1763.312732,8383.447499999998,8549.8478,8403.887712914668,8503.537885902351,8362.176,-57.87207019088965,-61.50510869000094,3.6330384991112936,40.33180282803686,-121.5367923431608,-28.737499999999272,-26.44862540767976,-29.683471495983927,8360.25,8450.005000000001,8405.1275,8546.75,64.28571428571429,92.85714285714286,74.60475059066725,31.461541124856154,26.58997050147476,23.6816542650282,-37.66674520648377,40.718280682387366,-73.41002949852525,-121.52585294117488,8374.662466471127,62.037201896089286,8481.13720772269,8285.757792277307,8383.447499999998,2.330537829996343,8456.6445,8321.324499999999,8624.51,8275.5,52127.86731199998,-0.2094733032070485,-22905.46874166428,-8433416.10942685,1016.8577186839576,1066.296528858596,8359.47716355934,Lose
BTC/USDT,1h,617,8578.86,638,8756.47,-177.60999999999876,Closed,short,2020-01-26 17:00:00,8503.36,8595.59,8489.52,8578.86,4174.176738,8410.956999999999,8386.5774,8433.093463316476,8408.458461172446,8467.724380952382,40.389361520188686,24.87122441488128,15.51813710530741,30.014207756368982,187.46420665321963,-56.27699999999823,12.636124633360552,5.680725001201814,8494.275,8444.625,8469.45,8425.244999999999,100.0,0.0,99.99999921477004,75.88197397496343,93.37136970561448,90.68879439499732,27.58626765540548,62.90074481365754,-6.628630294385515,99.66061764705772,8484.393343985046,51.07662926961772,8542.403833525734,8279.510166474263,8410.956999999999,3.125609452663596,8459.827,8359.316,8595.59,8293.66,65608.777966,0.1320554690098166,60877.59217754726,152389759.68822548,1134.537603742754,1071.0645330918646,8459.585918750343,Lose
BTC/USDT,1h,641,8767.06,649,9132.96,365.8999999999997,Closed,long,2020-01-27 17:00:00,8791.5,8810.0,8760.01,8767.06,2061.230512,8683.699,8527.28,8681.675308652746,8577.908659132881,8729.795142857143,68.32113574810501,64.37888192530274,3.942253822802272,38.28741830127192,96.544071878976,-18.02900000000045,25.68295220693128,26.150951360504205,8704.035,8634.045,8669.04,8553.869999999999,92.85714285714286,35.714285714285715,96.97265625122722,69.77925614486416,83.15178443457057,89.48807855921645,42.84003435731136,61.49564735908997,-16.848215565429427,164.52158823529317,8698.563848994656,55.42964389118105,8804.866768139558,8562.531231860443,8683.699,2.790694798139771,8736.265333333333,8623.787333333332,8814.08,8535.0,74908.76117099999,0.1674620526804085,26071.99328389662,8160967.394023729,1199.5078520713837,1082.3517895010923,8708.550332302979,Win
BTC/USDT,1h,652,9054.95,713,9468.5,413.5499999999993,Closed,long,2020-01-28 04:00:00,9111.59,9136.76,9043.04,9054.95,2005.844463,8882.913,8671.6428,8912.773401262057,8733.4955429743,9016.536952380951,125.4747861858923,111.22193716203368,14.252849023858616,49.75301778065405,82.21889185928306,-115.85300000000096,44.47584220555406,37.275212037111885,9028.05,8850.5,8939.275,8742.805,78.57142857142857,0.0,99.99852180481015,69.1443428591312,73.35652591170839,83.67397674446129,50.50434124771344,55.45293883716694,-26.64347408829162,314.11035294117573,9015.661958580917,74.08830339631592,9194.531949109176,8571.294050890825,8882.913,7.016143220341693,8954.522333333332,8799.649333333333,9166.0,8593.99,86121.195502,0.192112728382755,76612.58531993064,-37635749.62691096,1347.7478914174176,1079.5197861689098,8957.75147235875,Win
BTC/USDT,1h,716,9575.38,825,9172.16,403.21999999999935,Closed,short,2020-01-30 20:00:00,9506.32,9578.0,9486.57,9575.38,3124.691047,9376.1825,9333.7784,9402.689414519014,9297.4506726187,9438.11,54.09630801846288,35.94408944145331,18.15221857700957,14.312112011464938,174.46712468330486,-11.6924999999992,8.789194781242474,5.530636034805635,9399.0,9391.22,9395.11,9220.2,100.0,71.42857142857143,93.7500000056426,72.06392586962356,99.26815642458078,93.96035321679578,23.855485789607524,63.21974128395697,-0.731843575419218,109.52438235294176,9421.96017933506,85.18844933464258,9533.709004420309,9218.65599557969,9376.1825,3.3601416017725705,9446.3455,9295.6765,9578.0,9220.0,96474.76805200006,0.2315623325014231,103148.11223459718,114745022.66207647,1621.727118966999,1093.123829605668,9408.759479875696,Win
BTC/USDT,1h,828,9133.41,856,9563.0,429.59000000000015,Closed,long,2020-02-04 12:00:00,9182.81,9204.57,9100.0,9133.41,3724.106707,9264.7005,9339.6806,9253.078197805891,9305.829976969711,9222.353333333333,-44.77520407722113,-32.407376300094974,-12.36782777712616,15.350807651372111,-169.68704161376328,11.269500000000336,-12.619536174997911,-10.624039348935288,9213.5,9249.495,9231.4975,9359.395,14.285714285714285,100.0,0.10981380352266,29.46583303364029,13.363999999999942,17.670772134386556,-25.366155842850645,33.58512560007681,-86.63600000000005,-100.28035294117764,9241.436679944483,72.48973790756759,9372.96777769224,9156.433222307758,9264.7005,2.337199733380284,9333.7145,9201.2515,9350.0,9100.0,69456.20480000004,-0.1151395241152454,-55937.25168646758,-74873231.87487787,1502.710064737288,1062.229497135679,9234.403601596312,Win
BTC/USDT,1h,863,9612.04,938,10052.63,440.5899999999983,Closed,long,2020-02-05 23:00:00,9635.01,9671.22,9565.14,9612.04,2117.245789,9462.8615,9320.68,9498.5086654619,9390.175623868488,9599.449238095238,106.21231609425377,89.89865296546999,16.313663128783773,44.93457923702785,48.57751143106026,-11.691500000000817,37.05067257561407,26.20522363441702,9587.45,9452.815,9520.1325,9418.73,64.28571428571429,0.0,99.99999998836168,69.76818525168284,73.22075032864807,80.36787911689943,52.517533631270055,52.14366379436064,-26.779249671351938,313.8272352941167,9645.968245213176,71.29769754964241,9777.231459650846,9148.491540349156,9462.8615,6.64428956612849,9527.709833333334,9388.378833333332,9744.45,9216.75,98491.24826000008,0.24350365324968,75911.28948502193,-164387376.1885678,1779.873152365466,1068.2072499855144,9535.095469194386,Win
BTC/USDT,1h,944,10075.0,964,9835.71,-239.29000000000087,Closed,long,2020-02-09 09:00:00,10110.93,10141.05,10075.0,10075.0,2375.396706,9949.9585,9850.7882,9977.900401843675,9869.393684315031,10047.390380952382,80.63336198736033,65.23914758311138,15.394214404248956,30.141422977760595,70.8694220520255,-35.28849999999875,22.79560136613601,15.832353703147552,10023.375,9958.0,9990.6875,9916.555,85.71428571428571,0.0,99.99983906745273,69.64479344800402,72.08588957055214,81.95348025173327,47.5995791704058,57.58360777404106,-27.91411042944785,232.31114705882464,10074.60381501819,60.14202178680614,10172.942392805746,9726.974607194252,9949.9585,4.482106991818047,10007.993166666667,9883.602166666667,10166.0,9750.0,115564.05008500008,0.1779588530948046,39434.5895062655,-29780099.391956244,1941.182847190615,1082.7324815991733,10021.172284245544,Lose
BTC/USDT,1h,965,9955.91,998,10164.99,-209.08,Closed,short,2020-02-10 06:00:00,9836.14,10021.0,9814.82,9955.91,6020.414834,10083.739,9977.585,10052.89757207891,9987.732874017256,10054.913333333334,-0.0120077893934649,30.57487529467669,-30.58688308407016,22.70077443373891,-192.4615603916297,-8.888999999999214,8.863619474013035,15.80414113813247,9972.0,9972.0,9972.0,9927.555,57.14285714285714,92.85714285714286,0.5097189019820109,42.48207200068325,46.275462962962926,31.485143627750222,0.6648651477514964,45.51809160687783,-53.724537037037074,-31.349588235290867,10068.03090868503,83.91013428345703,10227.42409524575,9940.05390475425,10083.739,2.849837649422498,10157.273666666666,10011.232666666669,10188.0,9756.0,113702.26173400009,0.0550633350970607,-50632.80657110705,-7397310.85447609,1896.5629559960048,1082.8923462626433,10029.143242739288,Lose
BTC/USDT,1h,1003,10222.04,1094,9983.18,-238.86000000000053,Closed,long,2020-02-11 20:00:00,10246.59,10260.0,10206.65,10222.04,1395.577607,9919.6015,9932.069,10003.938387035088,9940.913084944244,10089.84076190476,98.44337555821949,46.16835967370163,52.275015884517856,43.89919797530109,84.81354270025953,-139.2515000000003,16.621918731178496,-2.227337001358186,10055.735,10011.795,10033.765,10011.795,85.71428571428571,7.142857142857142,99.98779296875186,69.97950360816178,82.97825977639597,83.52972728339392,33.350725660039416,61.45189123066763,-17.021740223604024,354.1291764705875,10181.54033797166,86.90384194996624,10325.751233190618,9513.451766809383,9919.6015,8.188831641888388,9998.1395,9830.358499999998,10323.59,9700.0,132640.7025620001,0.1687022579410702,244221.1478538405,95091899.10640413,2223.5435169168886,1101.9012938931278,10060.712662599191,Lose
BTC/USDT,1h,1100,9923.53,1171,10155.01,-231.4799999999996,Closed,short,2020-02-15 21:00:00,9893.96,9929.75,9891.15,9923.53,1075.806612,10125.8,10204.0786,10079.044020966729,10168.171943782603,9995.129238095238,-98.6597625399827,-67.14184293304017,-31.517919606942527,36.22205516648488,-68.73670084595652,117.19000000000052,-22.272736677640506,-10.775410699657364,10030.485,10091.28,10060.8825,10091.28,21.428571428571427,57.14285714285714,7.409560688428198e-05,30.60685719497495,25.89500824210672,21.65560674584724,-40.25825448280359,40.18565097076801,-74.10499175789327,-307.70970588235105,9960.801745061108,84.54444407825359,10449.373233874152,9802.226766125848,10125.8,6.391065078791853,10209.659,10048.64,10287.0,9801.0,105678.88549400002,-0.1746170379909742,-184726.90117618,55614084.66227251,1831.663303072111,1097.1326781131636,10011.457574585944,Lose
BTC/USDT,1h,1175,10102.41,1191,9615.72,-486.6900000000005,Closed,long,2020-02-19 00:00:00,10164.78,10186.35,10079.25,10102.41,2237.632408,9882.6185,9782.072,9937.648550472695,9859.996045495023,10036.945619047618,112.0157611268096,76.3795813701239,35.63617975668569,29.15697805197393,75.30172415783471,-255.3485000000001,30.59334149221844,15.256983611642053,10032.95,9913.005,9972.9775,9851.335,78.57142857142857,21.428571428571427,99.6272887365351,67.08836884772589,78.10204899182477,84.439927397538,35.27724222033102,60.84766632863943,-21.897951008175223,345.94555882353234,10082.874403764266,99.33021502767669,10252.12345879055,9513.113541209452,9882.6185,7.477875601300378,9971.017166666668,9780.890166666668,10250.0,9576.01,113682.63516700004,0.2214642270642614,91233.30462233243,-186618185.5907403,1851.1232266890088,1108.9557634885575,9944.951641667894,Lose
BTC/USDT,1h,1192,9693.13,1272,9891.74,-198.61000000000053,Closed,short,2020-02-19 22:00:00,9615.77,9711.08,9500.0,9693.13,6835.307116,10085.4545,9895.0656,10013.786844840131,9958.167074470872,10017.06314285714,-7.448841485853336,52.575697902871966,-60.0245393887253,32.839397697129634,-254.68549173874297,-16.43449999999939,17.43728563085378,31.21228720814061,9800.0,9800.0,9800.0,9800.0,64.28571428571429,92.85714285714286,5.908970046847204,33.48158977872741,38.125555555555465,42.28856756228888,-1.3027053246463005,50.81475917877681,-61.874444444444535,-21.100558823529354,10001.406125753869,140.5599289429045,10380.935990281145,9789.973009718857,10085.4545,5.8595572521028805,10203.404833333334,9964.662833333332,10250.0,9350.0,115676.54044300003,0.0759165927027993,-777417.6359592606,-456109951.9145579,1229.612908769244,1114.8806651362866,9930.878235054564,Lose
BTC/USDT,1h,1276,9852.98,1306,9650.0,-202.9799999999996,Closed,long,2020-02-23 10:00:00,9885.81,9990.0,9840.77,9852.98,3423.770082,9742.3475,9696.114,9773.143271918929,9721.445905420513,9826.910857142855,60.29372620930371,43.30836030093305,16.98536590837066,32.50043246595673,76.38682709743257,-91.48749999999929,15.43688207903789,7.699565580160806,9824.98,9784.45,9804.715,9770.105,100.0,21.428571428571427,99.99996754146628,68.24669834285312,60.344977281277984,77.8243767651564,40.91396499938716,40.81095084506892,-39.655022718722016,194.31991176470729,9848.523756593177,58.37413397339324,9943.05292273403,9541.64207726597,9742.3475,4.120268194786327,9795.5495,9689.6385,9990.0,9600.01,129220.44112200008,-0.0310321661275355,21089.63644548759,104760044.16467027,1264.8522608227297,1083.421757773437,9831.032652967004,Lose
BTC/USDT,1h,1308,9588.3,1330,9308.85,-279.4499999999989,Closed,long,2020-02-24 18:00:00,9599.56,9600.73,9473.56,9588.3,5407.024481,9755.901000000002,9782.2966,9734.36523242403,9757.113993608144,9698.367333333335,-45.35954374000903,-24.526054195511552,-20.83348954449748,36.83825300900445,-235.36178230258125,-3.071000000001732,-11.87954802925,-6.134893714494203,9658.53,9731.78,9695.155,9731.78,57.14285714285714,100.0,0.0011613768074402,29.592775432999343,31.01584040655231,16.60034620575797,-22.410868717016,42.67109708698346,-68.98415959344769,-138.81658823529324,9738.4736895938,80.12820356319392,9934.350379029014,9577.45162097099,9755.901000000002,3.658285975411447,9844.151,9669.284,9990.0,9473.56,115628.52422200008,0.0257305104932646,-70001.29025531205,-182957453.4896581,1132.1696676391944,1080.5047209645445,9695.807302459789,Lose
BTC/USDT,1h,1332,9375.4,1353,8995.29,380.1099999999988,Closed,short,2020-02-25 18:00:00,9335.21,9399.0,9322.47,9375.4,1918.345241,9527.1535,9667.1826,9508.770948727895,9610.421364331429,9454.25038095238,-79.97077374096807,-61.745349538071736,-18.22542420289633,34.77279570451736,-105.39763922839757,-6.993500000000495,-21.47305042343172,-19.263346967888644,9478.0,9478.0,9478.0,9635.5,57.14285714285714,92.85714285714286,10.546874897049856,32.8346661210217,23.95939086294407,13.361962774957677,-35.76248600400279,34.99985471625198,-76.04060913705592,-206.8394705882347,9507.698394344234,88.11244698059811,9728.490025376896,9325.816974623103,9527.1535,4.226583005656312,9614.463166666665,9449.154166666667,9675.0,9281.0,101661.5816720001,-0.2064665173581315,-106746.42489340418,96562840.22339907,999.3024383473454,1088.0745975289888,9476.133330997623,Win
BTC/USDT,1h,1354,8750.16,1398,8525.0,-225.15999999999983,Closed,long,2020-02-26 16:00:00,8995.75,9030.0,8633.63,8750.16,15102.400911,9178.882,9395.8374,9163.683563154324,9349.284334818753,9081.61838095238,-123.4435190132408,-99.1237518248106,-24.319767188430205,53.10941042543716,-294.5666046493818,23.807999999999083,-36.2586271825032,-33.83785027599629,8968.494999999999,9047.095,9007.794999999998,9229.145,71.42857142857143,100.0,28.12497440090482,23.528978550042385,17.399549072014157,13.612677821640974,-36.12901427861093,45.81003932598613,-82.60045092798585,-250.5678235294108,9155.615233442555,129.4768726452579,9458.114883421436,8899.649116578568,9178.882,6.084246064421203,9304.233666666669,9057.511666666667,9426.02,8633.63,70009.19328200008,-0.0447448372409843,-593939.6396678571,-494255177.3051682,491.5690245542434,1055.821813350852,9056.44931558974,Lose
BTC/USDT,1h,1399,8660.44,1474,8858.58,-198.13999999999945,Closed,short,2020-02-28 13:00:00,8525.01,8707.43,8495.01,8660.44,5800.977975,8765.316,8804.007,8727.057880231523,8858.954395050216,8672.927523809525,-70.95199040467014,-50.98847921426065,-19.96351119040949,34.91916204460953,-74.88664808901717,103.11399999999958,-12.310006077936157,-4.4410389835615005,8637.525,8708.385,8672.955,8874.18,7.142857142857142,92.85714285714286,0.7812499921778113,41.72567027249608,47.34945054945066,25.81039051966879,-25.22869565345969,44.78294538072869,-52.65054945054934,-190.9902647058807,8610.056354416445,105.43667184626123,8994.983591566293,8535.648408433708,8765.316,5.240372202583288,8863.728333333334,8668.604333333333,8937.72,8445.0,48141.97341700006,-0.0708714586800359,-6563.685282807521,288256609.0073814,455.4075857141949,1064.6718684415362,8668.482280153878,Lose
BTC/USDT,1h,1482,8840.14,1614,8651.4,-188.73999999999972,Closed,long,2020-03-03 00:00:00,8911.18,8919.65,8813.82,8840.14,2461.452481,8796.568,8657.3324,8805.811710261443,8724.083413124194,8875.384857142857,73.74733794525491,71.53895372839689,2.208384216858022,31.319428912535106,14.04765639559221,32.84200000000055,32.246897090740205,27.81430230017515,8889.785,8731.875,8810.83,8688.375,85.71428571428571,7.142857142857142,49.999995893527455,58.69854381249834,60.092136616362005,75.53296266878468,37.06676859082701,57.58515662463193,-39.907863383638,205.12391176470555,8885.811049260385,68.39467599231394,8992.831270593015,8600.304729406984,8796.568,4.462269162087202,8860.868333333334,8726.940333333332,8965.75,8602.48,63968.33193400009,0.0914129122547676,2052.338601631556,-129823219.20355868,479.7604418159125,1080.5625039005104,8839.99136565638,Lose
BTC/USDT,1h,1633,7973.7,1661,8133.82,-160.1199999999999,Closed,short,2020-03-09 08:00:00,7899.72,7991.08,7896.21,7973.7,4019.949318,8164.3375,8599.4372,8159.290118330998,8469.826823797335,7989.33,-204.3974090732281,-202.0204007295577,-2.377008343670412,79.4650917072859,-62.90158613509654,83.40250000000015,-82.22857347342676,-76.10708180078406,7927.295,8215.135,8071.215,8431.64,0.0,78.57142857142857,9.632809796286784e-16,30.746620042348624,47.67092651757183,37.72742495982709,-58.32312813417053,45.841118403556784,-52.32907348242817,-504.2527647058832,7992.664920419847,120.03511358842084,8598.377672651002,7730.297327348997,8164.3375,10.632587706008051,8310.083833333334,8037.082833333334,8694.71,7675.28,47423.922972000175,-0.1545908690013709,-95614.86673520922,79507726.27128932,-234.03347490669745,1110.3192527165795,8006.133757799122,Lose
BTC/USDT,1h,1704,7392.13,1707,6014.9,-1377.2300000000005,Closed,long,2020-03-12 07:00:00,7494.17,7500.0,7342.43,7392.13,8059.574417,7748.353999999999,7849.6242,7715.95320501446,7835.152993335437,7663.7112380952385,-88.5355359888299,-50.40054382936988,-38.134992159460026,34.41944134458729,-166.89887396714607,111.9360000000006,-21.73287000781067,-14.075508141182844,7658.635,7661.215,7659.925,7745.715,35.714285714285715,100.0,4.7935090710840464,27.540240638551168,7.79522248537413,12.7681547923576,-23.9063791318155,40.82465166291341,-92.20477751462586,-234.21950000000103,7711.453942639421,116.98936923818326,8027.920991928465,7468.787008071534,7748.353999999999,7.216164670030965,7868.004666666666,7635.208666666667,7980.0,7342.43,15696.624025000165,-0.0590641000408017,-333253.57837478386,-245448762.2606178,-838.7772902558054,1119.6110244782933,7679.316326941032,Lose
BTC/USDT,1h,1724,5167.26,1725,4774.48,392.7800000000007,Closed,short,2020-03-13 03:00:00,4848.7,5523.23,4808.42,5167.26,24680.067351,5812.795,6995.7156,5760.166202982132,6638.999106367473,5241.599523809523,-655.9997424200055,-583.2410098911937,-72.75873252881183,68.4883552654212,-46.28103267565197,275.7950000000001,-274.81905872614,-235.19689624774705,4938.605,5775.4400000000005,5357.0225,5881.0650000000005,28.57142857142857,92.85714285714286,4.5714464865532364e-06,35.88719478255604,56.585806261847175,34.11452882054397,-56.47003569129089,42.99200529664143,-43.41419373815282,-1829.5369705882367,4986.391158287344,480.9876455260628,7361.064955627893,4264.525044372107,5812.795,53.27110127323923,6369.125666666667,5319.913666666666,7466.0,3782.13,-47793.87029299984,-0.1569365355858575,-569038.5705938358,1842846400.220909,-8074.729968086664,1043.331585841387,5186.163680507561,Win
